_id,code_etablissement,CRE,delegation,nom_etablissement,Type,cre_ar,delagation_ar,code_auto,nom_etablissement_ar,region_ar,cycle_ar,Latitude initiale,Longitude initiale
2334,10524505,Gafsa,BELKHIR,E.P.LAKTEB,E.PRIMAIRE,قفصة,بلخير,524505,م.إ.  الاكتاب,منطقة غير بلدية,مدرسة ابتدائية,34.238418,9.179643
2335,10524506,Gafsa,BELKHIR,E.P.BATEN ZAMMOUR TALH,E.PRIMAIRE,قفصة,بلخير,524506,م.إ. باطن زمور الطلح,منطقة غير بلدية,مدرسة ابتدائية,34.3767259999999,9.3683878
2336,10524507,Gafsa,BELKHIR,E.P.BORDJ EL HAFFEY,E.PRIMAIRE,قفصة,بلخير,524507,م.إ.  برج الحفي,منطقة غير بلدية,مدرسة ابتدائية,34.2671399999999,9.5283577
2337,10524508,Gafsa,BELKHIR,E.P.BOUBLEL,E.PRIMAIRE,قفصة,بلخير,524508,م.إ.  بوبلال,منطقة غير بلدية,مدرسة ابتدائية,34.4555009999999,9.3513635
2338,10524509,Gafsa,BELKHIR,E.P.JEBILET EL OUASSAT,E.PRIMAIRE,قفصة,بلخير,524509,م.إ.  جبيلة الوسط,منطقة غير بلدية,مدرسة ابتدائية,34.367877,9.32740669999999
2339,10524510,Gafsa,BELKHIR,E.P.OULED ZAYED,E.PRIMAIRE,قفصة,بلخير,524510,م.إ.  اولاد زايد,منطقة غير بلدية,مدرسة ابتدائية,34.426538,9.4524423
2340,10524511,Gafsa,BELKHIR,E.P.BOURGUIBA BOUKOU,E.PRIMAIRE,قفصة,بلخير,524511,م.إ.  بورقيبة بكو,منطقة غير بلدية,مدرسة ابتدائية,34.3935219999999,9.3279817
2341,10524512,Gafsa,BELKHIR,E.P.ZITOUNET EL AYAICHA,E.PRIMAIRE,قفصة,بلخير,524512,م.إ.  زيتونة العيايشة,منطقة غير بلدية,مدرسة ابتدائية,34.201064,9.2339968
2342,10524513,Gafsa,BELKHIR,E.P.JEBEL AYACHA,E.PRIMAIRE,قفصة,بلخير,524513,م.إ.  جبل العيايشة,منطقة غير بلدية,مدرسة ابتدائية,34.350247,9.36205389999999
2343,10524515,Gafsa,BELKHIR,E.P.EL FEJR  EL JEDID,E.PRIMAIRE,قفصة,بلخير,524515,م.إ.  الفجر الجديد,منطقة غير بلدية,مدرسة ابتدائية,34.4271219999999,9.3947544
2344,10524516,Gafsa,BELKHIR,E.P.9 AVR.BATEN ZAMMOUR,E.PRIMAIRE,قفصة,بلخير,524516,م.إ.  9 افريل  الطلح,منطقة غير بلدية,مدرسة ابتدائية,34.3678549999999,9.4027367
2345,10524517,Gafsa,BELKHIR,E.P.BATEN OULED MANSOUR,E.PRIMAIRE,قفصة,بلخير,524517,م.إ. باطن اولاد منصور,منطقة غير بلدية,مدرسة ابتدائية,34.357469,9.4334372
2346,10524801,Gafsa,SENED,E.P.SENED GARE,E.PRIMAIRE,قفصة,السند,524801,م.إ.  المحطة,منطقة بلدية,مدرسة ابتدائية,34.541158,9.2539436
2347,10524803,Gafsa,SENED,E.P.JEBEL SENED,E.PRIMAIRE,قفصة,السند,524803,م.إ.  جبل,منطقة غير بلدية,مدرسة ابتدائية,34.464283,9.2644328
2348,10524804,Gafsa,SENED,E.P.ALIM,E.PRIMAIRE,قفصة,السند,524804,م.إ.  عليم,منطقة غير بلدية,مدرسة ابتدائية,34.6434199999999,9.158537
2349,10524805,Gafsa,SENED,E.P.EL BAHLOULA,E.PRIMAIRE,قفصة,السند,524805,م.إ.  البهلولة,منطقة غير بلدية,مدرسة ابتدائية,34.5741889999999,9.112239
2350,10524806,Gafsa,SENED,E.P.EL GOUSSA,E.PRIMAIRE,قفصة,السند,524806,م.إ.  القوسة,منطقة غير بلدية,مدرسة ابتدائية,34.590198,9.207891
2351,10524807,Gafsa,SENED,E.P.MAJOURA,E.PRIMAIRE,قفصة,السند,524807,م.إ.  ماجورة,منطقة غير بلدية,مدرسة ابتدائية,34.626235,9.236528
2352,10524809,Gafsa,SENED,E.P.ABDESSADOK,E.PRIMAIRE,قفصة,السند,524809,م.إ.  عبد الصادق,منطقة غير بلدية,مدرسة ابتدائية,34.5046839999999,9.1553086
2353,10524810,Gafsa,SENED,E.P.DHOKARA,E.PRIMAIRE,قفصة,السند,524810,م.إ.  الذكارة,منطقة غير بلدية,مدرسة ابتدائية,34.5817559999999,9.054962
2354,10524811,Gafsa,SENED,E.P.HENCHIR LAFRAH,E.PRIMAIRE,قفصة,السند,524811,م.إ.  هنشير الافراح,منطقة غير بلدية,مدرسة ابتدائية,34.525136,9.10725399999999
2355,10524813,Gafsa,SENED,E.P.SMAIRIA,E.PRIMAIRE,قفصة,السند,524813,م.إ.  السمائرية,منطقة غير بلدية,مدرسة ابتدائية,34.5496559999999,9.30458999999999
2356,10524814,Gafsa,SENED,E.P.MENZEL CHIHAOUI,E.PRIMAIRE,قفصة,السند,524814,م.إ. منزل شيحاوي,منطقة غير بلدية,مدرسة ابتدائية,34.610114,9.08688899999999
2357,10524815,Gafsa,SENED,E.P.DAKHLET EL MAJOURA,E.PRIMAIRE,قفصة,السند,524815,م.إ.  دخلة ماجورة,منطقة غير بلدية,مدرسة ابتدائية,34.657228,9.2406895
2358,10524817,Gafsa,SENED,E.P.BAYATHAT,E.PRIMAIRE,قفصة,السند,524817,م.إ.  البياضة,منطقة غير بلدية,مدرسة ابتدائية,34.4785929999999,9.17108099999999
2359,10524818,Gafsa,SENED,E.P.MAJOURA DHAHRAOUIA,E.PRIMAIRE,قفصة,السند,524818,م.إ. ظهراوية ماجورة,منطقة غير بلدية,مدرسة ابتدائية,34.689739,9.2073167
2360,10524819,Gafsa,SENED,E.P.CITE ZITOUNA,E.PRIMAIRE,قفصة,السند,524819,م.إ.  حي الزيتونة,منطقة بلدية,مدرسة ابتدائية,34.5401579999999,9.246026
2361,10524821,Gafsa,SENED,E.P.ANNASSRIA,E.PRIMAIRE,قفصة,السند,524821,م.إ.  المناصرية,منطقة غير بلدية,مدرسة ابتدائية,34.67566,9.151589
2362,10524822,Gafsa,SENED,E.P.IBN KHALDOUN ,E.PRIMAIRE,قفصة,السند,524822,م.إ.  ابن خلدون,منطقة بلدية,مدرسة ابتدائية,34.5407489999999,9.264129
2363,10524823,Gafsa,SENED,E.P.ESSOUDEN,E.PRIMAIRE,قفصة,السند,524823,م.إ.  السودان,منطقة غير بلدية,مدرسة ابتدائية,34.539278,9.15202599999999
2364,10524825,Gafsa,SENED,E.P.BOUFES MNASRIA OUEST,E.PRIMAIRE,قفصة,السند,524825,م.إ.  بوفاس,منطقة غير بلدية,مدرسة ابتدائية,34.60936,9.15767
2365,10524826,Gafsa,SENED,E.P.BATEN ALIME,E.PRIMAIRE,قفصة,السند,524826,م.إ.  باطن عليم,منطقة غير بلدية,مدرسة ابتدائية,34.629828,9.11512789999999
2366,10524827,Gafsa,SENED,E.P.ARADA,E.PRIMAIRE,قفصة,السند,524827,م.إ.  عرادة,منطقة غير بلدية,مدرسة ابتدائية,34.6683609999999,9.291204
2367,10524828,Gafsa,SENED,E.P.ETHLEIJIA,E.PRIMAIRE,قفصة,السند,524828,م.إ.  الثلائجية,منطقة غير بلدية,مدرسة ابتدائية,34.514834,9.08483
2368,10524802,Gafsa,ZANOUCH,E.P.ZANNOUCHE GARE,E.PRIMAIRE,قفصة,زانوش,524802,م.إ.  زانوش المحطة,منطقة غير بلدية,مدرسة ابتدائية,34.4689819999999,9.04934699999999
2369,10524808,Gafsa,ZANOUCH,E.P.OUM EL ALAG,E.PRIMAIRE,قفصة,زانوش,524808,م.إ.  ام العلق,منطقة غير بلدية,مدرسة ابتدائية,34.445005,9.119355
2370,10524812,Gafsa,ZANOUCH,E.P.JADIDA ZANNOUCHE,E.PRIMAIRE,قفصة,زانوش,524812,م.إ.  الجديدة زانوش,منطقة غير بلدية,مدرسة ابتدائية,34.5396259999999,9.019935
2371,10524816,Gafsa,ZANOUCH,E.P.BATEN ZANNOUCHE,E.PRIMAIRE,قفصة,زانوش,524816,م.إ.  الباطن زانوش,منطقة غير بلدية,مدرسة ابتدائية,34.441659,9.0617871
2372,10524820,Gafsa,ZANOUCH,E.P.BOURGUIBA B.ZANNOUCHE,E.PRIMAIRE,قفصة,زانوش,524820,م.إ. بورقيبة باطن زانوش,منطقة غير بلدية,مدرسة ابتدائية,34.4333469999999,9.0392708
2373,10524824,Gafsa,ZANOUCH,E.P.EL GUETAIET,E.PRIMAIRE,قفصة,زانوش,524824,م.إ.  القطيات,منطقة غير بلدية,مدرسة ابتدائية,34.4859939999999,8.993696
2374,10524829,Gafsa,ZANOUCH,E.P.EL AMEL ZANNOUCH,E.PRIMAIRE,قفصة,زانوش,524829,م.إ.  الامل زانوش,منطقة غير بلدية,مدرسة ابتدائية,34.476035,9.02329119999999
2375,10525302,Gafsa,MOULARES,E.P.CITE OUVRIERE,E.PRIMAIRE,قفصة,أم العرايس,525302,م.إ.  الحي العمالي,منطقة بلدية,مدرسة ابتدائية,34.491131,8.268423
2376,10525303,Gafsa,MOULARES,E.P.SENED GARE,E.PRIMAIRE,قفصة,أم العرايس,525303,م.إ.  المحطة,منطقة بلدية,مدرسة ابتدائية,34.4880649999999,8.2747059
2377,10525304,Gafsa,MOULARES,E.P.KOUSSEILA,E.PRIMAIRE,قفصة,أم العرايس,525304,م.إ. الكسيلة,منطقة بلدية,مدرسة ابتدائية,34.4925959999999,8.260272
2378,10525305,Gafsa,MOULARES,E.P.SAKIET MINE,E.PRIMAIRE,قفصة,أم العرايس,525305,م.إ.  المنجم,منطقة بلدية,مدرسة ابتدائية,34.490012,8.271171
2379,10525307,Gafsa,MOULARES,E.P.DOUARA,E.PRIMAIRE,قفصة,أم العرايس,525307,م.إ.  الدوارة,منطقة غير بلدية,مدرسة ابتدائية,34.449638,8.513331
2380,10525311,Gafsa,MOULARES,E.P.CITE SOUALMIA,E.PRIMAIRE,قفصة,أم العرايس,525311,م.إ. حي السوالمية,منطقة بلدية,مدرسة ابتدائية,34.4842549999999,8.285933
2381,10525313,Gafsa,MOULARES,E.P.CITE EZZOUHOUR,E.PRIMAIRE,قفصة,أم العرايس,525313,م.إ.  حي الزهور,منطقة بلدية,مدرسة ابتدائية,34.482714,8.258263
2382,10525315,Gafsa,MOULARES,E.P.EL AMAL,E.PRIMAIRE,قفصة,أم العرايس,525315,م.إ.  الأمل,منطقة بلدية,مدرسة ابتدائية,34.482254,8.2815
2383,10525316,Gafsa,MOULARES,E.P.EL LOUZA,E.PRIMAIRE,قفصة,أم العرايس,525316,م.إ.  اللوزة,منطقة غير بلدية,مدرسة ابتدائية,34.480854,8.426892
2384,10525318,Gafsa,MOULARES,E.P.HENCHIR KALLEL,E.PRIMAIRE,قفصة,أم العرايس,525318,م.إ.  هنشير القلال,منطقة غير بلدية,مدرسة ابتدائية,34.49837,8.4885001
2385,10525320,Gafsa,MOULARES,E.P.TAREK IBN ZIED,E.PRIMAIRE,قفصة,أم العرايس,525320,م.إ.  طارق ابن زياد,منطقة بلدية,مدرسة ابتدائية,34.4964629999999,8.260413
2386,10525321,Gafsa,MOULARES,E.P.FARHAT HACHED,E.PRIMAIRE,قفصة,أم العرايس,525321,م.إ. فرحات حشاد,منطقة بلدية,مدرسة ابتدائية,34.488168,8.24938599999999
2387,10525322,Gafsa,MOULARES,E.P.CITE DES JEUNES,E.PRIMAIRE,قفصة,أم العرايس,525322,م.إ.حي الشباب,منطقة بلدية,مدرسة ابتدائية,34.924851,8.3981261
2388,10525301,Gafsa,SIDI BOUBAKER,E.P.OUM LAKSAB,E.PRIMAIRE,قفصة,سيدي بوبكر,525301,م.إ.  ام الاقصاب,منطقة غير بلدية,مدرسة ابتدائية,34.6954879999999,8.390584
2389,10525309,Gafsa,SIDI BOUBAKER,E.P.SIDI BOUBAKER,E.PRIMAIRE,قفصة,سيدي بوبكر,525309,م.إ.  سيدي بوبكر,منطقة غير بلدية,مدرسة ابتدائية,34.6664749999999,8.459451
2390,10525310,Gafsa,SIDI BOUBAKER,E.P.OGLET AHMED,E.PRIMAIRE,قفصة,سيدي بوبكر,525310,م.إ.  عقلة احمد,منطقة غير بلدية,مدرسة ابتدائية,34.7086249999999,8.360718
2391,10525319,Gafsa,SIDI BOUBAKER,E.P.IBN EL WALID,E.PRIMAIRE,قفصة,سيدي بوبكر,525319,م.إ.  خالد ابن الوليد,منطقة غير بلدية,مدرسة ابتدائية,34.7231219999999,8.32258599999999
2392,10525325,Gafsa,SIDI BOUBAKER,E.P.EL KODIA,E.PRIMAIRE,قفصة,سيدي بوبكر,525325,م.إ.  الكدية,منطقة غير بلدية,مدرسة ابتدائية,34.635866,8.485553
2393,10525327,Gafsa,SIDI BOUBAKER,E.P.AOULED SAII,E.PRIMAIRE,قفصة,سيدي بوبكر,525327,م.إ. أولاد ساعي,منطقة غير بلدية,مدرسة ابتدائية,34.636271,8.42915799999999
2394,10525801,Gafsa,MDHILA,E.P.M'DHILLA VILLAGE,E.PRIMAIRE,قفصة,المظيلة,525801,م.إ.  القرية,منطقة بلدية,مدرسة ابتدائية,34.28736481,8.741106772
2395,10525802,Gafsa,MDHILA,E.P.CITE OUVRIERE,E.PRIMAIRE,قفصة,المظيلة,525802,م.إ.  الحي العمالي,منطقة بلدية,مدرسة ابتدائية,34.29675597,8.755367849
2396,10525803,Gafsa,MDHILA,E.P.SAKIET MINE,E.PRIMAIRE,قفصة,المظيلة,525803,م.إ.  المنجم,منطقة غير بلدية,مدرسة ابتدائية,34.2641036799999,8.743002287
2397,10525804,Gafsa,MDHILA,E.P.CITE MODERNE,E.PRIMAIRE,قفصة,المظيلة,525804,م.إ. الحي العصري,منطقة بلدية,مدرسة ابتدائية,34.28446703,8.746206332
2398,10525805,Gafsa,MDHILA,E.P.CITE ENNASSIM,E.PRIMAIRE,قفصة,المظيلة,525805,م.إ. حي النسيم,منطقة بلدية,مدرسة ابتدائية,34.293194,8.76134839999999
2399,10525806,Gafsa,MDHILA,E.P.TAOUFIK,E.PRIMAIRE,قفصة,المظيلة,525806,م.إ.  التوفيق,منطقة بلدية,مدرسة ابتدائية,34.29656319,8.755609248
2400,10525807,Gafsa,MDHILA,E.P. BORJ AKERMA,E.PRIMAIRE,قفصة,المظيلة,525807,م.إ. برج العكارمة,منطقة غير بلدية,مدرسة ابتدائية,34.2579750499999,8.732850357
2401,10525808,Gafsa,MDHILA,E.P.ESSOUKI,E.PRIMAIRE,قفصة,المظيلة,525808,م.إ.  السقي,منطقة غير بلدية,مدرسة ابتدائية,34.12837368,8.729661852
2402,10531401,Tozeur,TOZEUR,E.P.IBN CHABBAT,E.PRIMAIRE,توزر,توزر,531401,م.إ.  ابن الشباط,منطقة بلدية,مدرسة ابتدائية,33.923791,8.140701
2403,10531402,Tozeur,TOZEUR,E.P.RUE CHABBI,E.PRIMAIRE,توزر,توزر,531402,م.إ.  نهج الشابي,منطقة بلدية,مدرسة ابتدائية,33.918377,8.13583019999999
2404,10531403,Tozeur,TOZEUR,E.P.RUE DE TUNIS,E.PRIMAIRE,توزر,توزر,531403,م.إ.  نهج تونس,منطقة بلدية,مدرسة ابتدائية,33.9202829999999,8.135703
2405,10531404,Tozeur,TOZEUR,E.P.CHABBIA,E.PRIMAIRE,توزر,توزر,531404,م.إ.  الشابية,منطقة بلدية,مدرسة ابتدائية,33.914583,8.124559
2406,10531405,Tozeur,TOZEUR,E.P.BLED LAHDHAR,E.PRIMAIRE,توزر,توزر,531405,م.إ.  بلاد الحضر,منطقة بلدية,مدرسة ابتدائية,33.9120259999999,8.134034
2407,10531406,Tozeur,TOZEUR,E.P.RAS DHRAA,E.PRIMAIRE,توزر,توزر,531406,م.إ.  رأس الذراع,منطقة بلدية,مدرسة ابتدائية,33.932183,8.1448748
2408,10531407,Tozeur,TOZEUR,E.P.HILBA,E.PRIMAIRE,توزر,توزر,531407,م.إ.  حلبة,منطقة بلدية,مدرسة ابتدائية,33.932321,8.144837
2409,10531408,Tozeur,TOZEUR,E.P.ABOU ELFADHEL ENNAHOUI,E.PRIMAIRE,توزر,توزر,531408,م.إ.  أبو الفضل النحوي,منطقة بلدية,مدرسة ابتدائية,33.930529,8.127203
2410,10531409,Tozeur,TOZEUR,E.P.CITE AEROPORT,E.PRIMAIRE,توزر,توزر,531409,م.إ.  حي المطار,منطقة بلدية,مدرسة ابتدائية,33.923051,8.12135299999999
2411,10531410,Tozeur,TOZEUR,E.P.JEHIME,E.PRIMAIRE,توزر,توزر,531410,م.إ.  جهيم,منطقة بلدية,مدرسة ابتدائية,33.9070499999999,8.12165199999999
2412,10531411,Tozeur,TOZEUR,E.P.1ER JUIN,E.PRIMAIRE,توزر,توزر,531411,م.إ.  غرة جوان,منطقة بلدية,مدرسة ابتدائية,33.93281,8.13502899999999
2413,10531412,Tozeur,TOZEUR,E.P.CITE ESSALEM,E.PRIMAIRE,توزر,توزر,531412,م.إ.  حي السلام,منطقة بلدية,مدرسة ابتدائية,33.9281569999999,8.12078099999999
2414,10531413,Tozeur,TOZEUR,E.P.ZAOUIET BOULIFA,E.PRIMAIRE,توزر,توزر,531413,م.إ.  زاوية بوليفة,منطقة بلدية,مدرسة ابتدائية,33.8954969999999,8.134161
2415,10531414,Tozeur,TOZEUR,E.P.ROUTE EL HAMMA,E.PRIMAIRE,توزر,توزر,531414,م.إ.  طريق الحامة,منطقة بلدية,مدرسة ابتدائية,33.9370029999999,8.14432
2416,10531415,Tozeur,TOZEUR,E.P.ABOU EL KASEM CHEBBI,E.PRIMAIRE,توزر,توزر,531415,م.إ.  أبو القاسم الشابي,منطقة بلدية,مدرسة ابتدائية,33.918396,8.117917
2417,10531601,Tozeur,DEGACHE,E.P.3 AOUT,E.PRIMAIRE,توزر,دقاش,531601,م.إ.  3 أوت دقاش,منطقة بلدية,مدرسة ابتدائية,33.9863149999999,8.216903
2418,10531603,Tozeur,DEGACHE,E.P.EL MHASSEN,E.PRIMAIRE,توزر,دقاش,531603,م.إ.  المحاسن,منطقة غير بلدية,مدرسة ابتدائية,34.0110839999999,8.25229599999999
2419,10531604,Tozeur,DEGACHE,E.P.OULED MAJED,E.PRIMAIRE,توزر,دقاش,531604,م.إ.  أولاد ماجد,منطقة غير بلدية,مدرسة ابتدائية,33.999504,8.237541
2420,10531605,Tozeur,DEGACHE,E.P.CEDADA TAOUFIK,E.PRIMAIRE,توزر,دقاش,531605,م.إ.  التوفيق سدادة,منطقة غير بلدية,مدرسة ابتدائية,34.0189829999999,8.271402
2421,10531608,Tozeur,DEGACHE,E.P.DGHOUMES,E.PRIMAIRE,توزر,دقاش,531608,م.إ. دغومس,منطقة غير بلدية,مدرسة ابتدائية,34.0374389999999,8.341081
2422,10531609,Tozeur,DEGACHE,E.P.ENASSER,E.PRIMAIRE,توزر,دقاش,531609,م.إ.  النصر,منطقة بلدية,مدرسة ابتدائية,33.979334,8.21339
2423,10531610,Tozeur,DEGACHE,E.P. REPUBLIQUE,E.PRIMAIRE,توزر,دقاش,531610,م.إ.  الجمهورية,منطقة بلدية,مدرسة ابتدائية,33.986724,8.216704
2424,10531611,Tozeur,DEGACHE,E.P.L'INDEPENDANCE,E.PRIMAIRE,توزر,دقاش,531611,م.إ.  الاستقلال,منطقة بلدية,مدرسة ابتدائية,33.9912849999999,8.224608
2425,10531613,Tozeur,DEGACHE,E.P.RTE KEBILLI CEDADA,E.PRIMAIRE,توزر,دقاش,531613,م.إ.  طريق قبلي سدادة,منطقة غير بلدية,مدرسة ابتدائية,34.010767,8.273906
2426,10531614,Tozeur,DEGACHE,E.P.ZAOUIET EL ARAB,E.PRIMAIRE,توزر,دقاش,531614,م.إ.  زاوية العرب,منطقة غير بلدية,مدرسة ابتدائية,33.9920249999999,8.234175
2427,10531615,Tozeur,DEGACHE,E.P.EL AHD JEDID/MAHASSEN,E.PRIMAIRE,توزر,دقاش,531615,م.إ.  العهد الجديد/ المحاسن,منطقة غير بلدية,مدرسة ابتدائية,34.005738,8.24686299999999
2428,10531616,Tozeur,DEGACHE,E.P. CITE EL INTILEKA DOUMES,E.PRIMAIRE,توزر,دقاش,531616,م.إ  حي الانطلاقة دغومس,منطقة غير بلدية,مدرسة ابتدائية,34.035006,8.332676
2429,10531602,Tozeur,HAMMET EJRID,E.P.HAMMA JERID VILLAGE,E.PRIMAIRE,توزر,حامة الجريد,531602,م.إ.  قرية حامة الجريد,منطقة بلدية,مدرسة ابتدائية,33.999481,8.164194
2430,10531606,Tozeur,HAMMET EJRID,E.P.HAMMA DU JERID,E.PRIMAIRE,توزر,حامة الجريد,531606,م.إ.  حامة الجريد,منطقة بلدية,مدرسة ابتدائية,33.993298,8.154771
2431,10531607,Tozeur,HAMMET EJRID,E.P.CHAKMOU,E.PRIMAIRE,توزر,حامة الجريد,531607,م.إ.  شاكمو,منطقة غير بلدية,مدرسة ابتدائية,34.0932559999999,8.214521
2432,10531612,Tozeur,HAMMET EJRID,E.P.BRAHIM GAMMOUDI,E.PRIMAIRE,توزر,حامة الجريد,531612,م.إ.  ابراهيم القمودي حامة الجريد,منطقة بلدية,مدرسة ابتدائية,34.000757,8.169969
2433,10531801,Tozeur,NEFTA,E.P.AV BOURGUIBA,E.PRIMAIRE,توزر,نفطة,531801,م.إ.  شارع بورقيبة,منطقة بلدية,مدرسة ابتدائية,33.87209,7.88245
2434,10531803,Tozeur,NEFTA,E.P.NEFTA SOUNNI,E.PRIMAIRE,توزر,نفطة,531803,م.إ.  السني,منطقة بلدية,مدرسة ابتدائية,33.872774,7.8765967
2435,10531804,Tozeur,NEFTA,E.P.MUSTAPHA KHRAIEF,E.PRIMAIRE,توزر,نفطة,531804,م.إ.  مصطفى خريف,منطقة بلدية,مدرسة ابتدائية,33.872844,7.876222
2436,10531805,Tozeur,NEFTA,E.P.2 MARS 34,E.PRIMAIRE,توزر,نفطة,531805,م.إ.  2 مارس 34,منطقة بلدية,مدرسة ابتدائية,33.869168,7.8921558
2437,10531806,Tozeur,NEFTA,E.P.EL KHEDHER IBN HOUSSINE,E.PRIMAIRE,توزر,نفطة,531806,م.إ.  الخضر بن الحسين,منطقة بلدية,مدرسة ابتدائية,33.87577,7.867248
2438,10531807,Tozeur,NEFTA,E.P.EL KARAMA,E.PRIMAIRE,توزر,نفطة,531807,م.إ.  الكرامة,منطقة بلدية,مدرسة ابتدائية,33.880177,7.88282
2439,10531808,Tozeur,NEFTA,E.P.ROUTE HAZOUA,E.PRIMAIRE,توزر,نفطة,531808,م.إ.  طريق حزوة,منطقة بلدية,مدرسة ابتدائية,33.8718569999999,7.863841
2440,10532101,Tozeur,HAZOUA,E.P.IBN ROCHD,E.PRIMAIRE,توزر,حزوة,532101,م.إ.  ابن رشد,منطقة بلدية,مدرسة ابتدائية,33.734791,7.5890713
2441,10532102,Tozeur,HAZOUA,E.P.IBN KHALDOUN ,E.PRIMAIRE,توزر,حزوة,532102,م.إ.  ابن خلدون,منطقة بلدية,مدرسة ابتدائية,33.7426409999999,7.6022841
2442,10532103,Tozeur,HAZOUA,E.P.ETTAAMIR,E.PRIMAIRE,توزر,حزوة,532103,م.إ.  التعمير,منطقة غير بلدية,مدرسة ابتدائية,33.969323,7.645368
2443,10532301,Tozeur,TAMAGHZA,E.P.TAMAGHZA,E.PRIMAIRE,توزر,تمغزة,532301,م.إ.  تمغزة,منطقة بلدية,مدرسة ابتدائية,34.3873109999999,7.9445186
2444,10532302,Tozeur,TAMAGHZA,E.P.MIDES,E.PRIMAIRE,توزر,تمغزة,532302,م.إ.  ميداس,منطقة غير بلدية,مدرسة ابتدائية,34.4108329999999,7.9226113
2445,10532303,Tozeur,TAMAGHZA,E.P.CHEBIKA,E.PRIMAIRE,توزر,تمغزة,532303,م.إ.  الشبيكة,منطقة غير بلدية,مدرسة ابتدائية,34.320045,7.937281
2446,10532304,Tozeur,TAMAGHZA,E.P.AIN EL KARMA,E.PRIMAIRE,توزر,تمغزة,532304,م.إ.  عين الكرمة,منطقة غير بلدية,مدرسة ابتدائية,34.406238,7.9803797
2447,10532305,Tozeur,TAMAGHZA,E.P.RMITHA,E.PRIMAIRE,توزر,تمغزة,532305,م.إ.  الرميثة,منطقة غير بلدية,مدرسة ابتدائية,34.430368,7.9842571
2448,10532306,Tozeur,TAMAGHZA,E.P.SOUNDES,E.PRIMAIRE,توزر,تمغزة,532306,م.إ. سندس,منطقة غير بلدية,مدرسة ابتدائية,34.354396,7.869818
2449,10532307,Tozeur,TAMAGHZA,E.P.DHAFRIA,E.PRIMAIRE,توزر,تمغزة,532307,م.إ.  الظافرية,منطقة غير بلدية,مدرسة ابتدائية,34.2124499999999,7.8185232
2450,10532308,Tozeur,TAMAGHZA,E.P.El Forssed,E.PRIMAIRE,توزر,تمغزة,532308,م.إبت. المدرسة الابتدائية الفرسد,منطقة غير بلدية,مدرسة ابتدائية,34.462699,8.0523883
2451,10532309,Tozeur,TAMAGHZA,E.P.EL WAHA,E.PRIMAIRE,توزر,تمغزة,532309,م.إ. الواحة,منطقة بلدية,مدرسة ابتدائية,34.385814,7.934209
2452,10612704,Kébili,KEBILLI NORD,E.P.JEDIDA MANSOURA,E.PRIMAIRE,قبلي,قبلي الشمالية,612704,م.إ.  الجديدة المنصورة,منطقة غير بلدية,مدرسة ابتدائية,33.7234419999999,8.936085
2453,10612708,Kébili,KEBILLI NORD,E.P.TELMINE,E.PRIMAIRE,قبلي,قبلي الشمالية,612708,م.إ.  تلمين,منطقة غير بلدية,مدرسة ابتدائية,33.715972,8.917673
2454,10612709,Kébili,KEBILLI NORD,E.P.TINBIB,E.PRIMAIRE,قبلي,قبلي الشمالية,612709,م.إ.  تنبيب,منطقة غير بلدية,مدرسة ابتدائية,33.713093,8.9046062
2455,10612714,Kébili,KEBILLI NORD,E.P.BORJ SAIDANE,E.PRIMAIRE,قبلي,قبلي الشمالية,612714,م.إ.  برج سعيدان,منطقة غير بلدية,مدرسة ابتدائية,33.7537689999999,9.29944899999999
2456,10612715,Kébili,KEBILLI NORD,E.P.GATAAYA,E.PRIMAIRE,قبلي,قبلي الشمالية,612715,م.إ.  القطعاية,منطقة غير بلدية,مدرسة ابتدائية,33.6790189999999,8.8807974
2457,10612716,Kébili,KEBILLI NORD,E.P.LIMAGUESS,E.PRIMAIRE,قبلي,قبلي الشمالية,612716,م.إ.  لــــيماقس,منطقة غير بلدية,مدرسة ابتدائية,33.7667829999999,9.08585899999999
2458,10612717,Kébili,KEBILLI NORD,E.P.STEFTIMI,E.PRIMAIRE,قبلي,قبلي الشمالية,612717,م.إ.  استفطيمي,منطقة غير بلدية,مدرسة ابتدائية,33.799602,9.011267
2459,10612720,Kébili,KEBILLI NORD,E.P.3 SEPTEMBRE 34,E.PRIMAIRE,قبلي,قبلي الشمالية,612720,م.إ.  3 سبتمبر 34,منطقة بلدية,مدرسة ابتدائية,33.707932,8.9622259
2460,10612721,Kébili,KEBILLI NORD,E.P.ROUTE DE GABES,E.PRIMAIRE,قبلي,قبلي الشمالية,612721,م.إ. طريق قابس,منطقة بلدية,مدرسة ابتدائية,33.713326,8.96947499999999
2461,10612722,Kébili,KEBILLI NORD,E.P.FAJ ERRIH,E.PRIMAIRE,قبلي,قبلي الشمالية,612722,م.إ.  فج الريح,منطقة غير بلدية,مدرسة ابتدائية,33.7355919999999,8.943644
2462,10612724,Kébili,KEBILLI NORD,E.P.CHAHID MDHAFER BEN ALI TOMBAR,E.PRIMAIRE,قبلي,قبلي الشمالية,612724,م.إ. الشهيد بن علي بطنبار,منطقة غير بلدية,مدرسة ابتدائية,33.7358979999999,8.8925008
2463,10612725,Kébili,KEBILLI NORD,E.P.ERRABTA,E.PRIMAIRE,قبلي,قبلي الشمالية,612725,م.إ.  الرابطة,منطقة غير بلدية,مدرسة ابتدائية,33.733797,8.91707489999999
